urlOfProject,nameOfProject,descriptionOfProject,problemSolved,challengesFaced,technologiesUsed
https://devfolio.co/projects/nfa-to-dfa-converter-tool-c15a,NFA TO DFA CONVERTER TOOL,The implementation of the epsilon NFA-to-DFA algorithm was developed using Javascript. The basic concept was that users would be able to input an NFA in a web interface and then the site.,,,"React, GRAPHVIZ"
https://devfolio.co/projects/detection-of-dyslexia-using-ml-52ee,Detection of Dyslexia using ML,Creating an approach that has the potential to improve the accuracy time and quality of medical diagnosis by  detecting whether the child is dyslexic or not on your laptop screen.,,,"NumPy, Machine Learning, pandas, Python, GitHub, CSS3, Jupyter Notebook, HTML5​"
https://devfolio.co/projects/disstract-d051,Diss-Tract,An Extension To Keep You Focused,,,"Solidity, HTML, Visual Studio Code, CSS, JavaScript, Web3, Ethereum, Etherscan, Remix (IDE)"
https://devfolio.co/projects/adblock-tv-adbtv,AdBlock TV (ADBTV),"An ad-blocker for Television. We have Ad-Blocker for browsers, why don't we have an ad-blocker for TV as well ?!",,,"IPFS, Raspberry Pi, Python, ipfs daemon, Linux Infrared Remote Control, Audio Fingerprinting, Audio Recognition"
https://devfolio.co/projects/libretto-uso-e-manutenzione-dr-pdf-496f,Libretto uso e manutenzione dr5 pdf,Libretto uso e manutenzione dr5 pdf,,,Python
https://devfolio.co/projects/onestack-1,OneStack,"India has over 90,000+ Banks  
Our objective is to make every Indian bank an NEO BANK using India Stack & NBFC-AA (Account Aggregator) 
Building for Bharat Banks",,,"PHP, HTML, CSS, Java, MySQL, React Native"
https://devfolio.co/projects/student-study-portal-5fd7,Student Study Portal,It is a portal to ease the work of a student. A one-in-all place for a student or any user to get everything done and move to the top.,,,"CSS, Django, JavaScript, HTML5, Python"
https://devfolio.co/projects/intercept-ai-8af7,Intercept AI,Protect Your Digital World with Unbeatable Content Filtering,,,"Next.js, Flask, TensorFlow, Deep Learning, Natural language processing (NLP), MongoDB, Convolutional neural network (CNN), BERT, TRANSFORMERS, ResNet50"
https://devfolio.co/projects/amaculo-ase-wesile-xhosa-pdf-b281,Amaculo ase wesile xhosa pdf,Amaculo ase wesile xhosa pdf,,,Python
https://devfolio.co/projects/ambulance-tracker-5b74,Ambulance Tracker.,Knowing Every Second Counts!,,,"Firebase, Flutter, Figma, Node js, jetpack compose"
https://devfolio.co/projects/militia-b382,Militia,Bridging borders through anonymity,,,"jQuery, Django, JavaScript, TensorFlow, NumPy, pandas, Python, CSS3​, HTML5​"
https://devfolio.co/projects/interflow-50a5,Interflow | https://interflow.framer.website/,"Interflow is an app that let's you manage all your Flow wallets. Create your 3D Avatar, customize it with the wearables from your NFTs and play games while exploring the hottest Flow projects.",,,"Figma, PostgreSQL, Golang, React Native, React Three Fiber, Cadence, NodeJs/TypeScript"
https://devfolio.co/projects/convert-pdf-to-micro-xerox-online-8d8f,Convert pdf to micro xerox online,Convert pdf to micro xerox online,,,Python
https://devfolio.co/projects/chargeswap-3527,ChargeSwap,A Blockchain-based EV-Battery swapping solution,,,"React, Arduino, ESP32, Tailwind CSS, Biconomy, web3.js, Hardhat, Polygon, IPFS / Filecoin, Push Protocol"
https://devfolio.co/projects/online-web-based-attendance-management-system-0162,Online Web Based Attendance Management System,Online web based attendance management is a full stack project which is used by college faculty and students to maintain their attendance records in a secured and hassle-free way.,,,"React, MySQL, Redux, Nodejs"
https://devfolio.co/projects/gmonchain-337a,GMonchain,Farcaster miniapp help users send GM Daily,,,"Solidity, React, Next.js, TypeScript, Tailwind CSS"
https://devfolio.co/projects/grantestudio-24b5,GrantéStudio,"Indulge in the Art of Giving, and let the jingle of your coins reach the right doors.",,,"Solidity, IPFS, OpenZeppelin, MongoDB, Stripe API, Nodejs, reactjs, Truffle Suite, Polygon"
https://devfolio.co/projects/herbica-9e2b,HERBICA,"Basically , our product is “HERBS” ,  we are making a website which has all the varieties of herbs .",,,"HTML, CSS, JavaScript, React.js, Bootstrap​"
https://devfolio.co/projects/accident-detection-model-e0bf,Accident Detection Model,"Accident Detection Model is made using YOLOv8, Google Collab, Deep Learning, ML, AI. It can detect an accident on any image or video provided. This model is trained on dataset of 3200+ images.",,,"OpenCV, Machine Learning, Deep Learning, Artificial Intelligence, Python, Roboflow, Google Collab, YOLOv8"
https://devfolio.co/projects/darechange,Dare2Change,A Multipurpose Android App to Increase your Productivity!,,,"Android, Android Studio, XML, SQLite, Kotlin, Room Database, MVVM"
https://devfolio.co/projects/webone-wallet-ba1a,Web3One Wallet,"All in one wallet, with account abstraction, cross chain multisig and a lot more features",,,"Solidity, React, Connext, TypeScript, Ethereum, Nodejs, Polygon"
https://devfolio.co/projects/piece-7975,Piece,Turn digital moments into collectible Pieces,,,"Docker, TypeScript, MongoDB, axios, Nodejs, reactjs, Flow Client Library, PostgresSql, @onflow/util-address, flow-hydraulics"
https://devfolio.co/projects/plantation-station-0db8,Plantation Station,"Imagine a world were we work with nature rather against it. 
A world where ai agents work with us to address some of the largest problems facing humanity.",,,"Docker, Ansible, Gnosis Chain, EVM, NEAR Protocol, Tendermint, PWN, Web3API, Autonolas"
https://devfolio.co/projects/vistech-66b4,Vistech,AI Tech for the Visually impaired,,,"OpenCV, Deep Learning, PyQt, AI/ML, YOLOv5 - Object detection, MIDAS - Depth estimation, DeepFace - Facial features, BLIP - Environment description, Eleven Labs - AI speech synthesis"
https://devfolio.co/projects/polyess-a1de,Polyess♔,"Got Chess? Got Blockchain? Yes Polyess. The one stop solution for all chess activities with in game currency, lengendary players' NFTs, and of course the classic board game of black and white.",,,"Solidity, IPFS, React, Flutter, Web3, Blockchain, ERC1155, Polygon, Full-stack Web development"
https://devfolio.co/projects/syllabuster-c8cb,Syllabuster,Last minute exam helper (friend) you never had,,,"Node.js, TensorFlow, scikit-learn, OpenAi, Tesseract OCR, Deep Neural Networks, Natural Language Processing"
https://devfolio.co/projects/zoracart-fcfc,ZoraCart,Chrome Extension that lets you add Zora NFTs to a cart and then checkout in a single click.,,,"Chakra UI, Wagmi, Plasmo, Viem, COINBASE SMART WALLET, Coinbase Paymaster, Zora Protocol SDK"
https://devfolio.co/projects/code-of-flow-a0cd,COF.ninja,"COF.ninja is a game in which you battle with cards on the Field like Magic: The Gathering.
 The game features the ability to create decks that can reverse the board at once with unique card abilities.",,,"Dart, GraphQL, AWS Lambda, Flutter, babel, Aws amplify, FCL, AWS AppSync, AWS CloudFront, AWS SecretsManager"
https://devfolio.co/projects/solvent-protocol-ab67,Solvent Protocol,Bringing liquidity to your NFTs on Solana,,,"Node.js, Next.js, GitHub, Rust, Mocha, Vercel"
https://devfolio.co/projects/chatcode-ce3b,ChatCode,Do Not Code Alone,,,"Next.js, Socket.IO, TypeScript, MongoDB, Node js"
https://devfolio.co/projects/zk-kyc-fc8e,ZKKYC,"Zero Knowledge KYC of Aadhar, Driving License, and other Documents.",,,"Solidity, IPFS, Next.js, Figma, Smart Contracts, React.js, polygonID, REvise, ZkBob, Push"
https://devfolio.co/projects/metaplex-a-complete-fullstack-solution-for-web-a1fe,Metaplex: A complete fullstack solution for Web3,"Metaplex is a blockchain-powered platform that enables salary disbursement, loans, and virtual office spaces,concerts,NFT Ticketing all within a metaverse built on a game engine.",,,"Solidity, Node.js, ethers.js, Blender, Unreal Engine, TypeScript, React.js, IPFS / Filecoin, Mass AI, Nanite"
https://devfolio.co/projects/devparty-f6f2,Devparty,The social media and NFT marketplace for developers 🥳,,,"Solidity, IPFS, Next.js, Infura, ethers.js, Matic, Web3, Ethereum, Chainlink, PlanetScale"
https://devfolio.co/projects/sentinelai,"Sentinel.ai, Incentivised ML on Blockchain.","A Blockchain based Decentralized AI ecosystem allowing any ML model to learn from local user data in a privacy-preserving manner, rewarding devices that help improve the accuracy of the global model.",,,"Solidity, Node.js, NuCypher, JavaScript, TensorFlow, PyTorch, Machine Learning, Docker, Artificial Intelligence, Python, Matic"
https://devfolio.co/projects/citralis-south-africa-warning-pills-price-and-avis-bb54,Citralis South Africa WARNING! Pills Price & Avis,Citralis South Africa#Citralis ME Gummies South Africa#Citralis Male Enhancement South Africa#,,,Citralis Male Enhancement South Africa
https://devfolio.co/projects/graphite-10e2,Graphite,Lightweight proofs of graph properties using SNARKs,,,"Solidity, Python, NetworkX, Chainlink, The Graph, Polygon, powerloom, Noir, AIRSTACK"
https://devfolio.co/projects/shatranj-d063,GHODA.crypto - Shatranj,"HODL your Horses!
Own your A-Game like never before. Each win can mint an NFT and tell the story of your triumph for the next eternity!!!",,,"IPFS, React, Infura, Filecoin, moralis, chess.js, StackOS"
https://devfolio.co/projects/mow-motion-over-web,Mowe: Create Motion Together,A Collaborative 2D Motion Design Web Tool,,,"React, Node.js, JavaScript, Java, WebSockets, Figma, Spring, Spring Boot"
https://devfolio.co/projects/paw,PAW,"PAW(Pets Are Awesome) serves all the needs of your pets. You can make a profile of your pet, find a mate, buy food & other products, connect with other pet owners, and keep track of everything.",,,"Firebase, Flutter, GeoFencing, QR code reading, Google-Maps"
https://devfolio.co/projects/rsociety-hack-ethberlin-and-receive-dai-d240,rsociety - hack ethberlin and receive 10+ DAI,"LET'S HACK ETHBERLIN. We redistribute the 10k winner DAI from the Open Track to all the hackers, claimable from our smart contract. DAI TO THE PEOPLE. DON'T TRUST US, TRUST THE CODE!",,,"Solidity, IPFS, ethers.js, pinata, Hardhat, Optimism"
https://devfolio.co/projects/les-signes-du-fa-et-leurs-explications-pdf-c13e,Les 256 signes du fâ et leurs explications pdf,Les 256 signes du fâ et leurs explications pdf,,,Python
https://devfolio.co/projects/brain-tumor-classifier-webapp,Brain Tumor Classifier Web-App,Healthcare made accesible.,,,"TensorFlow, Keras, scikit-learn, OpenCV, ngrok, Python, Kaggle Notebook & Google Colab., kaggle dataset"
https://devfolio.co/projects/plagiarism-detector-2217,Plagiarism Detector,For ingeneouses with unconventionality,,,"CSS, JavaScript, Flask, PyCharm, Regex, requests, Pip, Python3.9, beautiful-soup, HTML5​"
https://devfolio.co/projects/matrix-8106,Matrix,Learn new languages in fun way,,,"socket, next, Scaffold"
https://devfolio.co/projects/hestia-d4d0,Hestia,"A one-stop shop to Create, Sell and Showcase your Artwork aiming to democratize the control and pricing of assets via Harberger Taxes.",,,"IPFS, Matic, Chainlink, Biconomy, Binance, Portis, Superfluid, 1inch, Covalent, Bitquery"
https://devfolio.co/projects/zodiac-ac3f,Zodiac,"Prediction market on Tezos, to bet on market trends, sports result, and much more.",,,"IPFS, React, Tezos, SmartPy, Thanos wallet"
https://devfolio.co/projects/geoblocks-unleashing-web-adventures-f0ae,GEOBLOCKS: Unleashing Web3 Adventures,"Introducing GeoBlocks, a groundbreaking application that revolutionizes the Web3 experience, turning exploration into an immersive adventure.",,,"Solidity, Next.js, Android Studio, Kotlin, The Graph, AI/ML, Hardhat"
https://devfolio.co/projects/bizfiz-0156,BizFiz,Business Sensitive Metric to simplify Loan Disbursement Process.,,,"pandas, Heroku, Python, Setu, React.js"
https://devfolio.co/projects/stealth-ai-aecd,Stealth AI,"Learning made efficient
A NLP tool for remove those hassles of finding the most relevant content in the videos and documents.",,,"React, YouTube Data API, Azure Function, CockRoachDB, Replit"
https://devfolio.co/projects/github-profile-readme-generator,Github Profile README Generator,Prettify your github profile using this amazing readme generator.,,,"React, CSS, Markdown, Gatsby.js, animation"
https://devfolio.co/projects/safeher-a-women-safety-app-d255,SafeHer: A Women Safety App,"SafeHer: Empowering women with advanced voice/fall detection, instant threat alerts, 1-min video evidence sent to contacts/police, route reporting for community safety. Your reliable safety companion.",,,"Firebase, Flask, TensorFlow, Machine Learning, REST API, Python, Flutter, Natural language processing (NLP), Google Maps API"
https://devfolio.co/projects/archivo-nacional-de-cuba-lista-de-pasajeros-pdf-2728,Archivo nacional de cuba lista de pasajeros pdf,Archivo nacional de cuba lista de pasajeros pdf,,,Python
https://devfolio.co/projects/nirbhaya-db4f,Nirbhaya,"Our Tagline is ""Go Out Fearless"", We have built an application that aims to ensure a quicker response time for a person in danger. We introduce the Social Hero Concept which will help us achieve this.",,,"React, Node.js, Firebase, MongoDB, Google Location services, Firebase Authentication, FreeSMSservice"
https://devfolio.co/projects/heroes-of-the-flow-1250,Heroes of the Flow,"A fantasy-themed autobattler game that integrates Flow NFTs. 
Use the Flow Mana, prepare your minions and be strategic to win the War of the Plymrath Mountains and conquer the source of Flow forever.",,,"Unity, GraphQL, Figma, flow, Niftory"
https://devfolio.co/projects/paisa-vasool,Paisa Vasool,Split 3rd party subscriptions with your friends while collecting money recurrently and instantly over UPI seamlessly.,,,"Vue.js, Django, Docker, Flutter, Nginx, Vuetify"
https://devfolio.co/projects/xxv-xxv-xiii-xiv-pdf-6729,Xxv xxv xiii xiv pdf,Xxv xxv xiii xiv pdf,,,Python
